rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status(D-Self Made)(U-Inherited/Unearned),gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,Marital Status,Children,Education,Bachelor,Master,Doctorate,Drop Out,Self Made
1983,1500,Technology,Sheryl Sandberg,53,United States,Menlo Park,Facebook,Technology,United States,Meta Platforms,TRUE,D,F,8/28/1969 0:00,Sandberg,Sheryl,COO,4/4/2023 5:01,California,West,1969,8,28,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,"Widowed, Remarried",5,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard University",1,1,0,0,1
1984,1500,Automotive,Amnon Shashua,62,Israel,Kfar Shmaryahu,Automotive technology,Automotive,Israel,,TRUE,E,M,5/26/1960 0:00,Shashua,Amnon,,4/4/2023 5:01,,,1960,5,26,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612,,,,,,,,1
1985,1500,Media & Entertainment,Ben Silbermann,40,United States,San Francisco,Social media,Media & Entertainment,United States,Pinterest,TRUE,U,M,7/14/1982 0:00,Silbermann,Ben,Cofounder,4/4/2023 5:01,California,West,1982,7,14,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,2,"Bachelor of Arts/Science, Yale University",1,0,0,0,1
1986,1500,Fashion & Retail,Ron Sim,64,Singapore,Singapore,retail,Fashion & Retail,Singapore,,TRUE,U,M,12/1/1958 0:00,Sim,Ron,,4/4/2023 5:01,,,1958,12,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,Married,3,,,,,,1
1987,1500,Finance & Investments,Leonid Simanovsky,73,Russia,Moscow,Investments,Finance & Investments,Russia,,TRUE,R,M,7/19/1949 0:00,Simanovsky,Leonid,,4/4/2023 5:01,,,1949,7,19,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Married,1,"Master of Economics, Kuibyshev Planning Institute",0,1,0,0,1
1988,1500,Healthcare,Basudeo Singh,82,India,Mumbai,Pharmaceuticals,Healthcare,India,,TRUE,D,M,11/20/1940 0:00,Singh,Basudeo,,4/4/2023 5:01,,,1940,11,20,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,3,"Master of Arts, Patna University",0,1,0,0,1
1989,1500,Technology,Frank Slootman,64,United States,Pleasanton,Software,Technology,United States,,TRUE,D,M,10/3/1958 0:00,Slootman,Frank,,4/4/2023 5:01,California,West,1958,10,3,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,2,"Bachelor of Science, Erasmus University Rotterdam, The Netherlands; Master of Science, Erasmus University Rotterdam, The Netherlands",1,1,0,0,1
1990,1500,Real Estate,Terry Snow,79,Australia,Canberra,"Airports, real estate",Real Estate,Australia,,TRUE,U,M,12/23/1943 0:00,Snow,Terry,,4/4/2023 5:01,,,1943,12,23,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,Married,4,,,,,,1
1991,1500,Real Estate,Axel Stawski,72,United States,Sagaponack,Real estate,Real Estate,United States,,TRUE,U,M,11/14/1950 0:00,Stawski,Axel,,4/4/2023 5:01,New York,Northeast,1950,11,14,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,,,,,,,1
1992,1500,Finance & Investments,Thomas Steyer,65,United States,San Francisco,Hedge funds,Finance & Investments,United States,,TRUE,E,M,6/27/1957 0:00,Steyer,Thomas,,4/4/2023 5:01,California,West,1957,6,27,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Separated,4,"Master of Business Administration, Stanford University; Bachelor of Arts/Science, Yale University",1,1,0,0,1
1993,1500,Fashion & Retail,Sergei Studennikov & family,56,Russia,Moscow,"Liquor stores, supermarkets",Fashion & Retail,Russia,,TRUE,R,M,3/24/1967 0:00,Studennikov,Sergei,,4/4/2023 5:01,,,1967,3,24,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Married,4,"Bachelor of Technology, Satka Mining and Ceramics College",1,0,0,0,1
1994,1500,Real Estate,Su Suyu & family,74,China,Shantou,"Utilities, real estate",Real Estate,China,,TRUE,D,F,11/24/1948 0:00,Su,Suyu,,4/4/2023 5:01,,,1948,11,24,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
1995,1500,Technology,Kevin Systrom,39,United States,San Francisco,Instagram,Technology,United States,Instagram,TRUE,E,M,12/30/1983 0:00,Systrom,Kevin,Cofounder,4/4/2023 5:01,California,West,1983,12,30,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,1,"Bachelor of Arts/Science, Stanford University",1,0,0,0,1
1996,1500,Food & Beverage,Tan Lili,,China,Guangzhou,Feed,Food & Beverage,China,,TRUE,D,F,,Tan,Lili,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
1997,1500,Food & Beverage,Tang Binsen,40,China,Beijing,Beverages,Food & Beverage,China,,TRUE,E,M,12/12/1982 0:00,Tang,Binsen,,4/4/2023 5:01,,,1982,12,12,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
1998,1500,Technology,Tang Rui,,China,Shanghai,Semiconductors,Technology,China,,TRUE,N,M,,Tang,Rui,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
1999,1500,Manufacturing,Prachak Tangkaravakoon,79,Thailand,Bangkok,Paints,Manufacturing,Thailand,,TRUE,U,M,3/26/1944 0:00,Tangkaravakoon,Prachak,,4/4/2023 5:01,,,1944,3,26,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,Married,4,,,,,,1
2000,1500,Healthcare,Jeff Tangney,50,United States,Palo Alto,Healthcare IT,Healthcare,United States,Doximity,TRUE,D,M,8/9/1972 0:00,Tangney,Jeff,CEO,4/4/2023 5:01,California,West,1972,8,9,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,3,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Science, University of Wisconsin Madison",1,1,0,0,1
2001,1500,Fashion & Retail,Yuequn Tao,63,China,Hefei,Contact Lens,Fashion & Retail,China,,TRUE,D,M,1/1/1960 0:00,Tao,Yuequn,,4/4/2023 5:01,,,1960,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
2002,1500,Telecom,David Teoh,67,Australia,Sydney,Telecom,Telecom,Australia,,TRUE,D,M,1/1/1956 0:00,Teoh,David,,4/4/2023 5:01,,,1956,1,1,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,Married,4,,,,,,1
2003,1500,Manufacturing,Carmen Thyssen,79,Andorra,,"Investments, art",Manufacturing,Spain,,FALSE,U,F,4/23/1943 0:00,Thyssen,Carmen,,4/4/2023 5:01,,,1943,4,23,,,"$3,154,057,987 ",,106.4,,,,77142,42.506285,1.521801,Widowed,3,,,,,,0
2004,1500,Automotive,Tran Ba Duong & family,63,Vietnam,Ho Chi Minh City,Automotive,Automotive,Vietnam,,TRUE,D,M,4/1/1960 0:00,Tran,Ba Duong,,4/4/2023 5:01,,,1960,4,1,163.52,2.8,"$261,921,244,843 ",28.5,110.6,75.3,19.1,37.6,96462106,14.058324,108.277199,Married,2,,,,,,1
2005,1500,Telecom,Kenny Troutt,75,United States,Dallas,Telecom,Telecom,United States,,TRUE,E,M,1/8/1948 0:00,Troutt,Kenny,,4/4/2023 5:01,Texas,South,1948,1,8,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,3,"Bachelor of Arts/Science, Southern Illinois University",1,0,0,0,1
2006,1500,Gambling & Casinos,Jens von Bahr,52,Sweden,Stockholm,Gambling products,Gambling & Casinos,Sweden,,TRUE,U,M,2/22/1971 0:00,von Bahr,Jens,,4/4/2023 5:01,,,1971,2,22,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,Divorced,3,"Bachelor of Arts/Economics, Stockholm University",1,0,0,0,1
2007,1500,Healthcare,Wang Junmin,54,China,Chengdu,Pharmaceuticals,Healthcare,China,,TRUE,U,M,12/12/1968 0:00,Wang,Junmin,,4/4/2023 5:01,,,1968,12,12,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,1
2008,1500,Healthcare,Weng Xianding,61,China,Shenzhen,Medical devices,Healthcare,China,,TRUE,U,M,11/28/1961 0:00,Weng,Xianding,,4/4/2023 5:01,,,1961,11,28,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
2009,1500,Energy,Farris Wilks,71,United States,Cisco,Natural gas,Energy,United States,,TRUE,U,M,2/9/1952 0:00,Wilks,Farris,,4/4/2023 5:01,Texas,South,1952,2,9,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,11,"Diploma, High School",0,0,0,0,1
2010,1500,Real Estate,Gordon Wu,87,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,TRUE,D,M,12/3/1935 0:00,Wu,Gordon,,4/4/2023 5:01,,,1935,12,3,,,,,,,,,,,,Married,4,"Bachelor of Arts/Science, Princeton University; Master, Princeton University",1,1,0,0,1
2011,1500,Technology,Xiong Wu,47,China,Shenzhen,Software,Technology,China,,TRUE,E,M,1/1/1976 0:00,Xiong,Wu,,4/4/2023 5:01,,,1976,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
2012,1500,Media & Entertainment,Xu Zhenhua,,China,Shanghai,Online games,Media & Entertainment,China,,TRUE,E,M,,Xu,Zhenhua,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
2013,1500,Technology,Xu Zhihan,50,China,Wuxi,Electronics,Technology,China,,TRUE,D,M,11/30/1972 0:00,Xu,Zhihan,,4/4/2023 5:01,,,1972,11,30,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
2014,1500,Food & Beverage,Tingdong Yang,62,China,Suqian,Brewery,Food & Beverage,China,,TRUE,D,M,5/20/1960 0:00,Yang,Tingdong,,4/4/2023 5:01,,,1960,5,20,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
2015,1500,Service,Michael Minhong Yu,61,China,Beijing,Education,Service,China,,TRUE,R,M,1/1/1962 0:00,Yu,Michael Minhong,,4/4/2023 5:01,,,1962,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,2,"Bachelor of Arts/Science, Peking University",1,0,0,0,1
2016,1500,Media & Entertainment,Justin Yuan,,China,Shanghai,Online games,Media & Entertainment,China,,TRUE,E,M,,Yuan,Justin,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
2017,1500,Service,Zhang Bangxin,43,China,Beijing,Education,Service,China,,TRUE,R,M,1/1/1980 0:00,Zhang,Bangxin,,4/4/2023 5:01,,,1980,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,"EMBA, China Europe International Business School",0,0,0,0,1
2018,1500,Energy,Zhang Hong,,China,Hangzhou,Solar,Energy,China,,TRUE,Split Family Fortune,F,,Zhang,Hong,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,1
2019,1500,Fashion & Retail,Zhou Zongwen & family,66,China,Shenzhen,Jewelry,Fashion & Retail,China,,TRUE,D,M,3/1/1957 0:00,Zhou,Zongwen,,4/4/2023 5:01,,,1957,3,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,1
2020,1400,Diversified,Antti Aarnio-Wihuri,83,Finland,Helsinki,Diversified,Diversified,Finland,,FALSE,D,M,2/24/1940 0:00,Aarnio-Wihuri,Antti,,4/4/2023 5:01,,,1940,2,24,112.33,1,"$268,761,201,365 ",88.2,100.2,81.7,20.8,36.6,5520314,61.92411,25.748151,,,,,,,,0
2021,1400,Finance & Investments,Alberto Alcocer,80,Spain,Madrid,Investments,Finance & Investments,Spain,,TRUE,U,M,12/7/1942 0:00,Alcocer,Alberto,,4/4/2023 5:01,,,1942,12,7,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922,Married,5,"Doctor of Jurisprudence, Universidad Complutense de Madrid",0,0,0,0,1
2022,1400,Fashion & Retail,Nigel Austin,52,Australia,Melbourne,Retail,Fashion & Retail,Australia,,TRUE,D,M,9/25/1970 0:00,Austin,Nigel,,4/4/2023 5:01,,,1970,9,25,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,Married,6,,,,,,1
2023,1400,Technology,Binny Bansal,40,Singapore,Singapore,Flipkart,Technology,India,,TRUE,U,M,12/3/1982 0:00,Bansal,Binny,,4/4/2023 5:01,,,1982,12,3,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,Married,2,"Bachelor of Science in Engineering, Indian Institute of Technology",1,0,0,0,1
2024,1400,Healthcare,Girdhari Lal Bawri,75,India,Mumbai,Pharmaceuticals,Healthcare,India,,TRUE,D,M,8/3/1947 0:00,Bawri,Girdhari Lal,,4/4/2023 5:01,,,1947,8,3,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,3,,,,,,1
2025,1400,Diversified,John Bloor,79,United Kingdom,Aberdyfi,"Real estate, manufacturing",Diversified,United Kingdom,,TRUE,D,M,6/16/1943 0:00,Bloor,John,,4/4/2023 5:01,,,1943,6,16,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,,,,,,,,1
2026,1400,Energy,Vladimir Bogdanov,71,Russia,Surgut,Oil,Energy,Russia,,TRUE,R,M,5/28/1951 0:00,Bogdanov,Vladimir,,4/4/2023 5:01,,,1951,5,28,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Married,1,"Bachelor of Arts/Science, Tyumen Industrial Institute",1,0,0,0,1
2027,1400,Food & Beverage,Amit Burman,53,India,Delhi,Consumer goods,Food & Beverage,India,,FALSE,D,M,7/1/1969 0:00,Burman,Amit,,4/4/2023 5:01,,,1969,7,1,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,2,"Master of Science, Columbia University; Master of Business Administration, Judge Business School; Bachelor of Arts/Science, Lehigh University",1,1,0,0,0
2028,1400,Metals & Mining,Cai Jianyong,52,China,Ningbo,Nickel,Metals & Mining,China,,TRUE,N,M,1/1/1971 0:00,Cai ,Jianyong,,4/4/2023 5:01,,,1971,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,1
2029,1400,Technology,Steve Case,64,United States,McLean,AOL,Technology,United States,,TRUE,D,M,8/21/1958 0:00,Case,Steve,,4/4/2023 5:01,Virginia,South,1958,8,21,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,5,"Bachelor of Arts/Science, Williams College",1,0,0,0,1
2030,1400,Technology,Chen Wenyuan & family,55,China,Suzhou,Testing equipment,Technology,China,,TRUE,E,M,1/1/1968 0:00,Chen,Wenyuan,,4/4/2023 5:01,,,1968,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,1
2031,1400,Real Estate,Chua Thian Poh,74,Singapore,Singapore,Real estate,Real Estate,Singapore,,TRUE,U,M,7/11/1948 0:00,Chua,Thian Poh,,4/4/2023 5:01,,,1948,7,11,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,Married,4,,,,,,1
2032,1400,Finance & Investments,Sasson Dayan & family,83,Brazil,Sao Paulo,Banking,Finance & Investments,Brazil,,TRUE,U,M,4/1/1940 0:00,Dayan,Sasson,,4/4/2023 5:01,,,1940,4,1,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,Married,3,,,,,,1
2033,1400,Metals & Mining,Chris Ellison,65,Australia,Perth,Mining,Metals & Mining,Australia,,TRUE,N,M,6/26/1957 0:00,Ellison,Chris,,4/4/2023 5:01,,,1957,6,26,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,Married,6,,,,,,1
2034,1400,Manufacturing,John Farber,97,United States,New York,Chemicals,Manufacturing,United States,,TRUE,D,M,8/23/1925 0:00,Farber,John,Dr.,4/4/2023 5:01,New York,Northeast,1925,8,23,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,1,"Ph.D, Polytechnic Institute",0,0,0,0,1
2035,1400,Finance & Investments,J. Christopher Flowers,65,United States,Palm Beach,Investments,Finance & Investments,United States,J.C. Flowers & Co. LLC,TRUE,U,M,10/27/1957 0:00,Flowers,J. Christopher,Founder and Managing Director,4/4/2023 5:01,Florida,South,1957,10,27,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,2,"Bachelor of Arts/Science, Harvard University",1,0,0,0,1
2036,1400,Fashion & Retail,Reinold Geiger,75,Switzerland,Geneva,Beauty products,Fashion & Retail,Austria,,TRUE,D,M,7/10/1947 0:00,Geiger,Reinold,,4/4/2023 5:01,,,1947,7,10,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Married,,"Master of Business Administration, INSEAD",0,1,0,0,1
2037,1400,Technology,Ali Ghodsi,44,United States,San Francisco,Data analytics,Technology,Sweden,,TRUE,D,M,12/8/1978 0:00,Ghodsi,Ali,,4/4/2023 5:01,California,West,1978,12,8,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,,"Ph.D, KTH Royal Institute of Technology; Master of Business Administration, Mid Sweden University; Master of Science in Engineering, Mid Sweden University",0,1,0,0,1
2038,1400,Diversified,Lance Gokongwei,55,Philippines,Manila,Diversified,Diversified,Philippines,,FALSE,D,M,12/1/1967 0:00,Gokongwei,Lance,,4/4/2023 5:01,,,1967,12,1,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,14,43.1,108116615,12.879721,121.774017,Married,,"Bachelor of Science, The Wharton School of the University of Pennsylvania; Bachelor of Science, University of Pennsylvania, School of Engineering and Applied Science",1,0,0,0,0
2039,1400,Food & Beverage,Guan Yihong,53,China,Guangzhou,Restaurant,Food & Beverage,China,,TRUE,U,M,,Guan,Yihong,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,1
2040,1400,Manufacturing,Rajinder Gupta,64,India,Ludhiana,"Textiles, paper",Manufacturing,India,,TRUE,D,M,1/2/1959 0:00,Gupta,Rajinder,,4/4/2023 5:01,,,1959,1,2,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,2,,,,,,1
2041,1400,Service,Torstein Hagen,80,Switzerland,Lucerne,Cruises,Service,Norway,,TRUE,D,M,2/18/1943 0:00,Hagen,Torstein,,4/4/2023 5:01,,,1943,2,18,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Divorced,2,,,,,,1
2042,1400,Construction & Engineering,Ayman Hariri,44,France,Paris,"Construction, investments",Construction & Engineering,Lebanon,,FALSE,E,M,5/16/1978 0:00,Hariri,Ayman,,4/4/2023 5:01,,,1978,5,16,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749,Married,3,"Bachelor of Arts/Science, Georgetown University",1,0,0,0,0
2043,1400,Finance & Investments,Alfredo Harp Helu & family,79,Mexico,Mexico City,"Banking, investments",Finance & Investments,Mexico,,TRUE,U,M,3/11/1944 0:00,Harp Helu,Alfredo,,4/4/2023 5:01,,,1944,3,11,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75,13.1,55.1,126014024,23.634501,-102.552784,Married,4,,,,,,1
2044,1400,Automotive,He Xiaopeng,45,China,Guangzhou,Electric vehicles,Automotive,China,,TRUE,D,M,11/3/1977 0:00,He,Xiaopeng,,4/4/2023 5:01,,,1977,11,3,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,"Bachelor of Technology, South China University of Technology",1,0,0,0,1
2045,1400,Fashion & Retail,Christoph Henkel,65,United Kingdom,London,Consumer goods,Fashion & Retail,Germany,,FALSE,E,M,2/11/1958 0:00,Henkel,Christoph,,4/4/2023 5:01,,,1958,2,11,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Married,,,,,,,0
2046,1400,Fashion & Retail,Daniel Hirschfeld,81,United States,Kearney,Fashion retail,Fashion & Retail,United States,,FALSE,E,M,5/31/1941 0:00,Hirschfeld,Daniel,,4/4/2023 5:01,Nebraska,Midwest,1941,5,31,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,3,,,,,,0
2047,1400,Technology,Drew Houston,40,United States,Austin,Cloud storage service,Technology,United States,Dropbox,TRUE,D,M,3/4/1983 0:00,Houston,Drew,CEO,4/4/2023 5:01,Texas,South,1983,3,4,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Single,,"Bachelor of Arts/Science, Massachusetts Institute of Technology",1,0,0,0,1
2048,1400,Manufacturing,Huang Jinxiang & family,58,China,Xuancheng,Chemicals,Manufacturing,China,,TRUE,U,M,1/27/1965 0:00,Huang,Jinxiang,,4/4/2023 5:01,,,1965,1,27,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,1
2049,1400,Manufacturing,Rameshchandra Jain,74,India,Mumbai,Textiles,Manufacturing,India,,TRUE,U,M,6/22/1948 0:00,Jain,Rameshchandra,,4/4/2023 5:01,,,1948,6,22,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,3,,,,,,1
2050,1400,Healthcare,Ke Zunhong & family,68,China,Chengdu,Pharmaceuticals,Healthcare,China,,TRUE,D,M,7/1/1954 0:00,Ke,Zunhong,,4/4/2023 5:01,,,1954,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,1
2051,1400,Media & Entertainment,Kim Taek-jin,56,South Korea,Seoul,Online games,Media & Entertainment,South Korea,NCSOFT Corporation,TRUE,D,M,3/14/1967 0:00,Kim,Taek-jin,,4/4/2023 5:01,,,1967,3,14,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922,Married,4,"Bachelor of Arts/Science, Seoul National University; Master of Science, Seoul National University",1,1,0,0,1
2052,1400,Real Estate,Koh Wee Meng,59,Singapore,Singapore,"Real estate, hotels",Real Estate,Singapore,,TRUE,U,M,7/1/1963 0:00,Koh,Wee Meng,,4/4/2023 5:01,,,1963,7,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,Married,1,,,,,,1
2053,1400,Manufacturing,Sergei Kolesnikov,51,Russia,Moscow,Building materials,Manufacturing,Russia,,TRUE,U,M,2/25/1972 0:00,Kolesnikov,Sergei,,4/4/2023 5:01,,,1972,2,25,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Married,4,"Master of Science, Moscow Institute of Physics and Technology",0,1,0,0,1
2054,1400,Finance & Investments,Hemendra Kothari,76,India,Mumbai,Financial services,Finance & Investments,India,,FALSE,D,M,8/26/1946 0:00,Kothari,Hemendra,,4/4/2023 5:01,,,1946,8,26,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Widowed,2,"Bachelor of Arts/Economics, University of Mumbai",1,0,0,0,0
2055,1400,Finance & Investments,Sebastian Kulczyk,42,Switzerland,,Diversified,Finance & Investments,Poland,,FALSE,E,M,11/16/1980 0:00,Kulczyk,Sebastian,,4/4/2023 5:01,,,1980,11,16,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,,,"London School of Economics; Master, University of Poznan",0,1,0,0,0
2056,1400,Real Estate,Kwee Liong Keng,77,Singapore,Singapore,Real estate,Real Estate,Singapore,,FALSE,Split Family Fortune,M,1/1/1946 0:00,Kwee,Liong Keng,,4/4/2023 5:01,,,1946,1,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,Married,5,,,,,,0
2057,1400,Real Estate,Kwee Liong Phing,65,Singapore,Singapore,Real estate,Real Estate,Singapore,,FALSE,Split Family Fortune,M,1/1/1958 0:00,Kwee,Liong Phing,,4/4/2023 5:01,,,1958,1,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,Married,4,"Bachelor of Arts/Science, Cornell University",1,0,0,0,0
2058,1400,Real Estate,Kwee Liong Seen,70,Singapore,Singapore,Real estate,Real Estate,Singapore,,FALSE,Split Family Fortune,M,1/1/1953 0:00,Kwee,Liong Seen,,4/4/2023 5:01,,,1953,1,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,,,,,,,,0
